account,stage,amount,creationDate,closeDate,practice,offer,sector,segment,director,manager,source,competitiveness,code
account719,0,15500,20/12/17,25/6/18,practice1,offer54,sector4,segment22,director117,manager255,NA,NA,THB
account800,1,75000,20/12/17,22/12/17,practice1,offer41,NA,segment4,director47,manager118,NA,NA,WPC
account602,0,500000,20/12/17,31/1/18,practice4,offer44,sector8,NA,director26,manager126,NA,NA,QBC
account218,1,10000,19/3/18,20/3/18,practice1,offer54,NA,segment25,director81,manager194,source5,NA,DKU
account548,1,116000,19/3/18,30/4/18,practice3,offer42,NA,segment19,director149,manager112,NA,NA,DOH
account494,1,5000,14/3/18,9/4/18,practice1,offer41,NA,NA,director141,manager250,source3,NA,MDS
account377,1,7500,14/3/18,13/4/18,practice4,offer38,sector4,segment19,director49,manager97,source2,NA,HDA
account695,0,1000000,14/3/18,1/8/18,practice1,offer53,NA,segment25,director70,manager281,NA,NA,TFE
account268,1,78650,14/3/18,19/6/18,practice3,offer40,NA,segment43,director74,manager184,NA,NA,DNR
account315,1,59250,23/2/18,11/4/18,practice4,offer46,NA,segment15,director147,manager288,NA,NA,EMV
account496,1,36364,23/2/18,27/2/18,practice1,offer56,NA,segment25,director78,manager13,source2,NA,MSH
account759,1,7800,27/7/17,26/7/17,practice4,offer44,NA,segment6,director26,manager291,source5,NA,VCX
account252,1,202840,27/7/17,23/8/17,practice4,offer44,NA,segment19,director160,manager115,source3,NA,DHW
account100,0,50000,14/3/17,13/7/17,practice1,offer10,sector3,segment40,director51,manager101,source2,NA,ASU
account701,1,66000,30/3/18,1/5/18,practice4,offer44,NA,NA,director126,manager248,NA,NA,FHF
account336,1,14300,30/3/18,12/4/18,practice1,offer58,NA,NA,director169,manager148,NA,NA,FTN
account802,0,10000,30/3/18,2/10/18,practice1,offer56,NA,segment11,director169,manager195,source2,Sole sourced,WLN
account740,1,24750,30/3/18,12/4/18,practice1,offer54,NA,segment25,director169,manager195,NA,NA,UME
account201,0,15000,30/3/18,2/10/18,practice3,offer29,NA,segment11,director77,manager195,source8,Competitive,CLC
account496,1,100000,30/3/18,26/5/18,practice1,offer56,NA,segment25,director169,manager209,NA,NA,MSH
account277,1,74047.27,20/12/16,5/1/17,practice4,offer44,NA,segment2,director160,manager220,source2,NA,DRD
account695,0,1494000,20/12/16,20/1/17,practice3,offer33,sector2,segment25,director79,manager137,source2,NA,TFE
account213,0,90000,20/12/16,5/2/18,practice1,offer8,sector6,NA,director83,manager23,source2,NA,CSI
account705,0,85000,20/12/16,23/2/17,practice3,offer34,sector3,segment44,director135,manager31,source2,NA,TPT
account191,1,10000,14/3/18,27/3/18,practice1,offer54,NA,segment40,director128,manager67,NA,NA,CPS
account269,1,219550,20/2/18,15/3/18,practice4,offer46,NA,segment17,director135,manager75,NA,NA,NDP
account24,1,21500,20/2/18,26/2/18,practice1,offer54,sector5,NA,director111,manager45,NA,NA,ANQ
account377,1,80000,1/3/18,19/3/18,practice4,offer44,sector4,segment19,director126,manager97,source2,NA,HDA
account256,1,6000,24/8/17,23/8/17,practice3,offer58,NA,segment19,director14,manager23,NA,NA,DHP
account182,1,14900,20/4/18,24/4/18,practice3,offer30,sector6,segment19,director117,manager255,NA,NA,TCC
account496,0,2500,20/4/18,2/10/18,practice1,offer56,sector2,segment25,director100,manager305,NA,NA,MSH
account241,1,35100,20/4/18,8/5/18,practice1,offer56,NA,segment20,director147,manager298,NA,NA,DED
account114,1,9600,20/4/18,27/4/18,practice1,offer54,sector4,segment1,director149,manager41,NA,NA,BTS
account221,1,5200,20/4/18,17/4/18,practice4,offer54,NA,segment31,director149,manager301,source2,NA,DMA
account443,1,8500,5/4/18,2/5/18,practice4,offer44,NA,segment11,director115,manager4,NA,NA,LAN
account691,1,185600,4/4/18,4/4/18,practice1,offer56,sector2,segment25,director34,manager22,NA,NA,SWU
account496,1,62400,22/2/18,22/2/18,practice1,offer54,NA,segment25,director158,manager165,source2,NA,MSH
account548,0,100000,22/2/18,3/5/18,practice3,offer42,NA,segment19,director149,manager112,NA,NA,DOH
account412,1,250000,22/2/18,20/3/18,practice3,offer40,sector1,NA,director5,manager240,source8,NA,IPO
account278,1,59400,22/3/18,3/4/18,practice3,offer30,sector8,segment37,director147,manager149,NA,NA,DIN
account269,1,128850,28/2/18,15/3/18,practice3,offer42,NA,segment17,director36,manager161,NA,NA,NDP
account743,1,14625,5/4/18,5/4/18,practice1,offer56,sector2,segment25,director81,manager194,NA,NA,UNS
account628,0,385000,5/4/18,14/5/18,practice1,offer56,NA,segment24,director51,manager202,NA,Competitive,RTA
account197,1,19000,5/4/18,16/4/18,practice1,offer54,NA,segment4,director51,manager110,NA,NA,CBA
account244,1,47900,6/2/17,21/2/17,practice1,offer10,sector8,segment17,director94,manager198,source2,NA,DSE
account607,1,85000,6/2/17,18/3/17,practice3,offer36,sector4,segment19,director7,manager23,source2,NA,QDH
account73,1,90454.55,10/4/18,24/5/18,practice1,offer56,NA,segment15,director4,manager187,NA,NA,AFP
account91,1,64255,22/5/17,23/5/17,practice3,offer24,NA,segment19,director162,manager173,source2,NA,ASI
account496,1,3500,22/5/17,1/6/17,practice1,offer3,NA,segment25,director150,manager108,source2,NA,MSH
account128,0,150000,12/4/18,1/9/18,practice3,offer30,NA,segment42,director162,manager148,source2,Competitive,BPC
account407,1,58150,6/4/18,7/6/18,practice4,offer44,NA,NA,director126,manager97,NA,NA,IUI
account4,1,10856.25,6/4/18,10/4/18,practice3,offer41,NA,segment30,director23,manager51,NA,NA,ABC
account789,1,7000,6/4/18,7/4/18,practice4,offer44,sector5,segment23,director49,manager153,NA,NA,WYD
account294,1,133635,6/4/18,27/4/18,practice1,offer56,NA,segment6,director150,manager230,NA,NA,DTO
account743,0,NA,6/8/16,6/2/17,practice3,offer10,NA,segment25,director33,manager265,source2,NA,UNS
account91,1,400000,11/4/18,26/5/18,practice4,offer44,NA,segment19,director70,manager91,NA,Sole sourced,ASI
account815,1,78636.36,11/4/18,27/4/18,practice3,offer56,NA,NA,director131,manager310,NA,NA,YOO
account408,0,50000,10/4/18,28/11/18,practice3,offer30,NA,segment5,director141,manager148,NA,NA,GTE
account759,1,109050,9/1/17,1/2/17,practice1,offer10,sector1,segment6,director26,manager72,source2,NA,VCX
account803,0,15500,9/1/17,28/1/17,practice1,offer8,sector4,segment22,director117,manager154,source2,NA,WBY
account491,0,50000,7/4/18,13/7/18,practice1,offer56,NA,segment31,director34,manager305,NA,NA,MAO
account240,0,150000,7/4/18,27/4/18,practice4,offer43,sector2,segment20,director152,manager281,NA,NA,DEW
account665,0,250000,7/4/18,23/5/18,practice3,offer41,NA,NA,director61,manager126,NA,NA,WHS
account254,0,194909,7/4/18,18/5/18,practice1,offer53,NA,segment19,director10,manager229,source7,NA,DHS
account54,1,63600,31/7/18,2/8/18,practice3,offer41,NA,NA,director162,manager306,source5,Sole sourced,ABA
account559,1,74800,16/8/18,30/8/18,practice1,offer56,NA,segment17,director166,manager262,NA,NA,DCL
account513,1,60000,22/12/16,5/1/17,practice1,offer44,NA,segment34,director154,manager40,source2,NA,VER
account484,1,17500,22/12/16,23/12/16,practice1,offer10,sector8,segment43,director147,manager277,source2,NA,MWA
account799,0,100000,5/7/18,19/7/18,practice1,offer44,NA,segment25,director115,manager233,NA,NA,WSU
account514,1,50000,29/6/18,2/7/18,practice3,offer41,NA,segment13,director139,manager241,source5,NA,NDI
account637,1,104000,7/7/18,13/7/18,practice3,offer40,NA,NA,director149,manager95,source8,Sole sourced,RSL
account253,1,9000,7/7/18,13/7/18,practice1,offer53,NA,segment19,director122,manager206,NA,NA,DHV
account45,0,500000,6/7/18,1/9/18,practice1,offer56,NA,NA,director122,manager283,NA,Competitive,AUS
account241,1,53000,6/7/18,13/7/18,practice1,offer56,NA,segment20,director34,manager291,source3,Sole sourced,DED
account195,0,80000,15/4/18,29/5/18,practice1,offer56,NA,segment26,director150,manager167,NA,NA,CMC
account247,0,500000,10/4/18,16/5/18,practice3,offer37,NA,segment14,director28,manager239,NA,NA,DFW
account749,1,6600,10/4/18,17/4/18,practice4,offer44,NA,segment25,director100,manager209,NA,NA,USY
account264,0,145455,10/4/18,22/6/18,practice4,offer44,NA,segment28,director26,manager22,NA,NA,DJU
account253,1,116363.64,10/4/18,7/6/18,practice1,offer11,sector4,segment19,director153,manager72,source7,Competitive,DHV
account485,1,69150,10/4/18,11/4/18,practice1,offer44,NA,segment31,director60,manager61,source2,NA,MHW
account546,0,10000,5/5/16,16/6/16,practice4,offer44,sector5,NA,director51,manager208,source2,NA,FHA
account83,0,120000,5/5/16,2/8/16,practice4,offer44,sector1,segment6,director29,manager100,source2,NA,ANA
account235,1,120000,5/5/16,4/7/16,practice3,offer34,sector2,segment20,director111,manager315,source2,NA,QDE
account484,1,25000,5/5/16,7/6/16,practice2,offer20,sector8,segment43,director112,manager231,source2,NA,MWA
account419,1,250000,5/5/16,21/6/16,practice1,offer9,sector5,segment16,director169,manager165,source5,NA,JAL
account235,1,108800,5/5/16,20/5/16,practice4,offer51,NA,segment20,director111,manager283,source7,NA,QDE
account540,1,NA,5/5/16,5/5/16,practice3,offer27,sector6,segment27,director117,manager82,source2,NA,NHO
account721,1,2550,5/5/16,11/5/16,practice4,offer44,sector3,segment19,director34,manager66,source2,NA,TAC
account548,1,11550,19/1/17,4/4/17,practice2,offer20,sector4,segment19,director58,manager152,source2,NA,DOH
account618,1,42300,19/1/17,31/1/17,practice1,offer4,sector3,segment26,director169,manager25,source2,NA,RCV
account345,1,21000,19/1/17,19/1/17,practice1,offer10,sector8,segment37,director147,manager277,source2,NA,GFN
account61,1,11100,19/1/17,19/1/17,practice1,offer10,sector4,segment19,director122,manager195,source2,NA,ACQ
account241,0,50000,19/1/17,7/3/17,practice4,offer51,sector2,segment20,director154,manager17,source2,NA,DED
account256,1,75000,5/5/16,24/5/16,practice4,offer51,sector5,segment19,director82,manager145,source2,NA,DHP
account639,1,115000,4/7/17,3/7/17,practice3,offer10,NA,segment39,director111,manager145,source2,NA,ARU
account261,0,500000,4/7/17,1/11/17,practice1,offer8,NA,segment28,director115,manager203,source2,NA,AGJ
account61,1,68600,23/3/17,7/4/17,practice1,offer8,sector4,segment19,director122,manager26,source2,NA,ACQ
account279,0,300000,23/3/17,19/6/17,practice4,offer45,sector5,segment19,director1,manager203,source7,NA,DFC
account627,1,14500,4/7/17,4/7/17,practice1,offer10,NA,segment25,director169,manager237,source2,NA,RMI
account550,1,108400,4/7/17,1/9/17,practice2,offer25,NA,segment5,director25,manager255,source2,NA,PSN
account253,1,3500,4/7/17,4/7/17,practice1,offer10,NA,segment19,director38,manager156,source2,NA,DHV
account129,0,100000,4/7/17,17/8/17,practice1,offer3,NA,NA,director83,manager260,source2,NA,BCN
account226,0,500000,4/7/17,24/1/18,practice4,offer51,sector5,segment23,director131,manager97,source2,NA,DAP
account239,0,120000,4/7/17,29/9/17,practice1,offer10,NA,segment25,director61,manager272,source2,NA,DEA
account627,1,17500,4/7/17,1/11/17,practice1,offer10,NA,segment25,director169,manager237,source2,NA,RMI
account84,1,11750,4/7/17,8/8/17,practice4,offer44,NA,segment25,director70,manager32,source2,NA,ANU
account134,1,45454.56,4/7/17,4/7/17,practice1,offer8,sector1,NA,director147,manager217,source2,NA,BCA
account15,0,68000,21/2/17,5/2/18,practice1,offer10,sector4,segment22,director122,manager301,source2,NA,ALH
account203,0,114200,28/2/17,12/4/17,practice4,offer51,sector4,NA,director26,manager227,source2,NA,CNF
account678,1,54200,28/2/17,9/3/17,practice4,offer44,NA,segment44,director26,manager181,source2,NA,STR
account496,1,7500,28/2/17,28/2/17,practice3,offer8,NA,segment25,director134,manager178,source2,NA,MSH
account448,1,20300,5/5/17,9/5/17,practice1,offer10,sector4,segment10,director169,manager136,source2,NA,MCH
account111,1,23800,5/5/17,9/5/17,practice4,offer51,sector6,segment19,director26,manager275,source2,NA,BAY
account436,0,50000,5/5/17,31/5/17,practice4,offer51,NA,segment17,director39,manager73,source2,NA,LDG
account543,1,179000,11/4/17,19/4/17,practice4,offer51,sector1,segment14,director79,manager137,source2,NA,IIN
account261,0,NA,11/4/17,4/7/17,practice4,offer45,NA,segment28,director115,manager87,source2,NA,AGJ
account548,1,149850,20/4/17,22/6/17,practice4,offer10,sector4,segment19,director85,manager290,source2,NA,DOH
account548,0,140000,11/4/17,9/5/17,practice2,offer22,NA,segment19,director58,manager161,source2,NA,DOH
account464,1,700000,11/4/17,28/6/17,practice1,offer10,sector2,segment25,director51,manager209,source2,NA,MUN
account628,0,204000,19/5/17,8/6/17,practice1,offer10,sector8,segment24,director51,manager273,source2,NA,RTA
account434,1,35000,19/5/17,30/5/17,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,LTU
account233,1,320000,19/5/17,21/6/17,practice1,offer8,sector7,segment12,director51,manager234,source2,NA,DOD
account265,1,19800,3/3/17,14/3/17,practice4,offer34,sector8,segment19,director82,manager219,source2,NA,DIP
account222,1,6000,18/4/17,28/4/17,practice3,offer34,NA,NA,director120,manager239,source2,NA,DFA
account251,0,89900,18/4/17,9/6/17,practice4,offer44,sector2,segment19,director61,manager63,source2,NA,DHA
account520,0,600000,18/4/17,2/6/17,practice4,offer44,sector4,segment10,director113,manager84,source2,NA,NHF
account283,1,131000,18/4/17,3/5/17,practice4,offer44,NA,segment6,director160,manager220,source2,NA,LEG
account749,1,268181.82,9/3/17,23/3/17,practice3,offer36,sector2,segment25,director135,manager192,source2,NA,USY
account71,1,6200,9/3/17,9/3/17,practice3,offer34,sector8,segment42,director143,manager136,source2,NA,AEM
account147,1,74866,9/3/17,26/4/17,practice4,offer44,sector4,NA,director61,manager247,source2,NA,CHN
account355,0,19200,9/3/17,28/6/17,practice1,offer8,sector2,segment25,director20,manager141,source2,NA,GST
account452,0,146000,9/3/17,18/7/17,practice1,offer8,sector6,segment19,director117,manager219,source2,NA,LSC
account514,0,160725,9/2/17,2/6/17,practice4,offer51,sector5,segment13,director1,manager139,source2,NA,NDI
account272,0,175945,9/2/17,28/4/17,practice4,offer51,sector1,segment45,director141,manager267,source2,NA,DPC
account248,1,0,9/2/17,5/2/18,practice4,offer51,sector1,segment14,director115,manager216,source2,NA,DSA
account343,1,200000,5/12/18,6/12/18,practice4,offer46,sector2,NA,director154,manager76,source2,Sole sourced,FYA
account726,1,128000,6/3/18,21/3/18,practice1,offer53,NA,NA,director122,manager109,NA,NA,TYR
account159,1,3000,6/3/18,16/3/18,practice3,offer37,NA,NA,director149,manager278,NA,NA,CHT
account241,1,25520,4/8/16,10/8/16,practice4,offer44,NA,segment20,director26,manager181,source2,NA,DED
account430,0,70000,6/3/18,21/3/18,practice1,offer42,NA,NA,director149,manager216,NA,NA,KIN
account483,1,5600,18/7/17,27/7/17,practice1,offer53,NA,segment3,director34,manager199,source2,NA,MRC
account614,1,5000,18/7/17,18/7/17,practice3,offer41,NA,segment14,director111,manager150,source2,NA,QTT
account499,1,200000,18/7/17,18/7/17,practice4,offer44,NA,NA,director10,manager238,source2,NA,MSL
account722,1,106000,18/7/17,18/7/17,practice3,offer56,NA,segment24,director51,manager273,source2,NA,ITA
account220,1,9700,25/4/17,26/4/17,practice3,offer36,sector8,segment41,director141,manager182,source2,NA,DII
account272,0,156000,25/4/17,20/5/17,practice1,offer10,NA,segment45,director100,manager136,source2,NA,DPC
account83,1,199022,25/4/17,22/8/17,practice2,offer22,NA,segment6,director112,manager306,source2,NA,ANA
account800,1,32000,28/9/16,16/11/16,practice2,offer22,sector3,segment4,director162,manager173,source2,NA,WPC
account183,1,88800,28/9/16,22/10/16,practice1,offer10,sector6,segment19,director52,manager146,source2,NA,CYW
account84,1,119000,10/3/17,15/3/17,practice4,offer44,sector2,segment25,director70,manager32,source2,NA,ANU
account611,1,45620,18/7/17,26/10/17,practice3,offer30,NA,segment24,director111,manager54,source2,NA,QRA
account256,1,100000,9/12/17,11/1/18,practice3,offer40,sector8,segment19,director105,manager126,source5,NA,DHP
account728,1,46150,9/12/17,11/12/17,practice4,offer40,NA,segment1,director149,manager314,NA,NA,UCQ
account272,0,80000,9/12/17,9/1/18,practice1,offer56,sector1,segment45,director100,manager184,NA,NA,DPC
account87,0,480000,7/2/18,29/5/18,practice3,offer58,sector3,segment19,director135,manager273,NA,NA,APR
account44,0,NA,27/10/17,29/11/17,practice1,offer11,sector8,segment42,director158,manager165,NA,NA,SPI
account759,0,80000,27/10/17,11/12/17,practice4,offer43,sector1,segment6,director26,manager275,NA,NA,VCX
account241,1,22727.27,27/10/17,15/11/17,practice4,offer43,NA,segment20,director52,manager33,NA,NA,DED
account134,1,93600,28/10/17,16/11/17,practice4,offer44,NA,NA,director154,manager195,NA,NA,BCA
account627,1,19000,27/10/17,31/10/17,practice1,offer54,NA,segment25,director169,manager237,NA,NA,RMI
account315,1,43040,27/10/17,31/10/17,practice1,offer54,NA,segment15,director147,manager288,NA,NA,EMV
account427,1,20490,31/10/17,1/11/17,practice1,offer54,NA,segment8,director169,manager198,NA,NA,KUC
account44,1,103725,31/10/17,11/11/17,practice1,offer56,sector8,segment42,director39,manager229,source2,NA,SPI
account232,0,NA,11/8/17,13/10/17,practice3,offer42,sector5,segment19,director111,manager255,NA,NA,DOC
account251,0,538000,11/8/17,13/10/17,practice4,offer43,NA,segment19,director91,manager109,source11,NA,DHA
account496,0,40000,12/7/17,12/7/17,practice3,offer39,NA,segment25,director81,manager100,source2,NA,MSH
account255,0,20000,13/7/17,7/11/17,practice3,offer56,sector7,segment38,director29,manager59,source2,NA,DIM
account241,1,9000,13/7/17,13/7/17,practice3,offer41,NA,segment20,director112,manager272,source2,NA,DED
account244,0,180000,16/9/17,29/9/17,practice4,offer44,NA,segment17,director154,manager313,NA,NA,DSE
account566,0,64850,28/8/17,3/10/17,practice3,offer58,sector8,segment42,director105,manager154,NA,NA,OGN
account256,1,188900,30/8/17,8/9/17,practice4,offer44,NA,segment19,director105,manager126,NA,NA,DHP
account205,1,102700,30/8/17,28/9/17,practice4,offer44,NA,segment28,director26,manager320,NA,NA,CTS
account220,1,518500,30/8/17,20/11/17,practice1,offer56,NA,segment41,director83,manager296,NA,NA,DII
account526,1,30545,28/8/17,8/9/17,practice1,offer54,NA,segment25,director74,manager84,NA,NA,NAV
account278,1,150000,28/8/17,7/9/17,practice1,offer54,NA,segment37,director28,manager161,NA,NA,DIN
account496,1,6300,21/2/17,21/2/17,practice3,offer36,sector2,segment25,director130,manager256,source2,NA,MSH
account548,1,10725,21/2/17,4/3/17,practice1,offer44,sector4,segment19,director85,manager316,source2,NA,DOH
account116,0,250000,10/4/17,13/7/17,practice3,offer51,NA,segment1,director79,manager137,source2,NA,BGI
account84,0,158000,12/4/17,29/5/17,practice4,offer51,sector2,segment25,director70,manager178,source2,NA,ANU
account251,0,160000,12/4/17,11/5/17,practice4,offer51,sector4,segment19,director149,manager314,source2,NA,DHA
account434,1,3181.81,12/4/17,20/4/17,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,LTU
account41,1,8800,12/4/17,8/2/18,practice4,offer45,NA,NA,director1,manager68,source2,NA,TAP
account548,1,5945,12/4/17,27/4/17,practice4,offer51,sector4,segment19,director85,manager122,source2,NA,DOH
account261,0,0,12/4/17,18/5/17,practice4,offer51,sector7,segment28,director26,manager181,source2,NA,AGJ
account254,1,72454.54,12/4/17,11/5/17,practice4,offer44,sector5,segment19,director26,manager181,source2,NA,DHS
account44,1,20000,28/7/17,8/8/17,practice1,offer56,NA,segment42,director28,manager22,source10,NA,SPI
account720,1,127200,6/5/17,6/5/17,practice1,offer8,sector8,segment14,director74,manager84,source2,NA,TIQ
account720,1,127200,6/5/17,6/5/17,practice1,offer8,sector8,segment14,director74,manager84,source2,NA,TIQ
account720,1,22500,6/5/17,6/5/17,practice1,offer8,sector8,segment14,director74,manager84,source2,NA,TIQ
account720,1,19500,6/5/17,6/5/17,practice1,offer8,sector8,segment14,director74,manager84,source2,NA,TIQ
account211,1,10000,29/8/17,5/9/17,practice3,offer58,sector8,NA,director105,manager154,NA,NA,CRD
account197,1,100000,29/8/17,29/8/17,practice3,offer38,NA,segment4,director162,manager190,NA,NA,CBA
account464,0,50000,29/8/17,1/11/17,practice1,offer54,NA,segment25,director51,manager303,NA,NA,MUN
account740,0,18000,4/5/17,8/11/17,practice1,offer10,sector2,segment25,director126,manager2,source2,NA,UME
account245,0,240000,4/5/17,3/5/17,practice4,offer51,NA,segment19,director1,manager220,source2,NA,HSN
account241,1,175454.55,3/8/17,1/11/17,practice4,offer44,NA,segment20,director52,manager33,source5,NA,DED
account241,0,0,4/5/17,25/5/17,practice4,offer51,sector2,segment20,director52,manager281,source2,NA,DED
account252,1,6600,13/11/17,31/1/17,practice4,offer43,NA,segment19,director60,manager115,source2,NA,DHW
account167,1,36150,14/11/17,11/12/17,practice4,offer44,sector2,NA,director74,manager273,NA,NA,CQU
account363,0,30000,14/11/17,18/12/17,practice4,offer44,sector6,NA,director74,manager273,NA,NA,GWA
account205,1,198400,17/11/17,13/12/17,practice4,offer44,NA,segment28,director26,manager307,NA,NA,CTS
account608,0,110000,17/11/17,3/1/18,practice4,offer43,sector4,segment31,director61,manager281,NA,NA,QMH
account318,1,15000,13/11/17,20/11/17,practice1,offer54,NA,segment16,director169,manager237,NA,NA,EMP
account120,1,15000,20/10/18,23/10/18,practice4,offer44,NA,NA,director42,manager285,NA,NA,BBY
account67,1,6818.18,19/10/18,24/10/18,practice1,offer53,NA,NA,director81,manager237,NA,NA,ADS
account254,1,167272.72,19/10/18,23/11/18,practice4,offer50,NA,segment19,director131,manager283,NA,Sole sourced,DHS
account264,1,2000,17/6/16,17/6/16,practice4,offer44,sector7,segment28,director131,manager179,source2,NA,DJU
account784,0,19800,15/3/16,30/3/16,practice1,offer10,sector5,segment13,director169,manager165,source2,NA,VSA
account371,0,75000,15/3/16,24/3/16,practice3,offer34,sector6,segment39,director123,manager266,source2,NA,GYM
account371,0,219000,15/3/16,26/4/16,practice1,offer10,sector6,segment39,director123,manager266,source2,NA,GYM
account220,1,16000,15/3/16,15/3/16,practice1,offer10,sector8,segment41,director158,manager282,source2,NA,DII
account583,1,113175,15/3/16,12/4/16,practice3,offer35,sector3,segment40,director135,manager117,source2,NA,PIL
account83,1,11400,16/3/16,16/3/16,practice3,offer34,sector1,segment6,director29,manager59,source2,NA,ANA
account496,1,805545,18/6/16,14/7/16,practice1,offer10,sector2,segment25,director158,manager2,source2,NA,MSH
account590,1,181500,18/6/16,11/7/16,practice4,offer44,sector8,segment42,director82,manager219,source2,NA,PLQ
account496,1,24500,18/6/16,30/6/16,practice1,offer8,sector2,segment25,director169,manager165,source2,NA,MSH
account784,1,35000,26/8/16,26/8/16,practice3,offer33,sector5,segment13,director169,manager300,source2,NA,VSA
account548,0,400000,26/8/16,17/1/17,practice4,offer51,sector4,segment19,director1,manager208,source2,NA,DOH
account335,1,145900,24/8/16,27/9/16,practice4,offer44,sector7,segment28,director26,manager181,source2,NA,FED
account548,0,250000,27/8/16,8/12/16,practice4,offer44,NA,segment19,director1,manager63,source2,NA,DOH
account45,1,49900,26/8/16,22/9/16,practice4,offer44,sector4,NA,director131,manager26,source2,NA,AUS
account258,1,70909.1,22/10/18,25/10/18,practice3,offer41,NA,segment14,director5,manager6,source11,Competitive,DIT
account120,1,5000,23/8/18,23/8/18,practice4,offer44,NA,NA,director42,manager80,NA,NA,BBY
account27,1,5000,23/8/18,30/8/18,practice3,offer41,NA,NA,director42,manager80,NA,NA,ANW
account279,1,25350,23/8/18,3/9/18,practice4,offer12,NA,segment19,director99,manager197,NA,NA,DFC
account787,1,8850,23/8/18,14/9/18,practice4,offer44,NA,NA,director42,manager61,NA,NA,WPH
account496,1,92150,3/9/18,10/10/18,practice3,offer41,NA,segment25,director134,manager108,NA,NA,MSH
account14,1,66000,4/8/18,24/10/18,practice1,offer56,NA,segment18,director34,manager229,NA,Sole sourced,ALD
account434,1,9000,4/8/18,17/8/18,practice1,offer56,NA,segment25,director170,manager318,NA,NA,LTU
account743,1,28000,7/8/18,5/9/18,practice1,offer54,NA,segment25,director51,manager110,NA,NA,UNS
account123,1,76000,7/8/18,31/8/18,practice1,offer54,NA,segment25,director74,manager180,NA,NA,BON
account279,1,118000,7/8/18,5/10/18,practice4,offer44,NA,segment19,director4,manager161,NA,NA,DFC
account543,1,250000,24/8/18,7/9/18,practice1,offer54,NA,segment14,director135,manager139,source7,NA,IIN
account794,1,168970,24/8/18,12/11/18,practice3,offer40,NA,NA,director105,manager140,source7,Competitive,WMQ
account501,1,242000,24/8/18,30/12/18,practice1,offer56,NA,segment25,director28,manager49,NA,NA,MUR
account69,1,147400,22/8/18,23/10/18,practice1,offer56,NA,NA,director122,manager116,source11,Competitive,ADH
account182,1,147600,5/9/17,23/10/17,practice1,offer56,sector6,segment19,director117,manager126,NA,NA,TCC
account543,1,50000,28/8/18,12/9/18,practice4,offer50,NA,segment14,director135,manager34,source7,NA,IIN
account758,0,10000,28/8/18,29/10/18,practice1,offer56,NA,NA,director51,manager262,NA,NA,VAN
account797,1,20000,28/8/18,18/9/18,practice4,offer44,NA,NA,director126,manager97,NA,NA,WNP
account369,1,45000,6/9/18,14/9/18,practice1,offer13,NA,NA,director158,manager201,source8,NA,GSS
account307,1,2500,31/8/18,31/8/18,practice4,offer54,NA,segment32,director122,manager243,NA,NA,ETH
account765,1,89700,6/9/18,25/9/18,practice4,offer44,NA,segment15,director131,manager53,NA,NA,VPL
account377,1,49980,6/9/18,4/10/18,practice4,offer44,NA,segment19,director126,manager204,NA,NA,HDA
account784,1,11400,14/8/18,15/8/18,practice1,offer56,NA,segment13,director132,manager258,NA,Sole sourced,VSA
account290,0,250000,10/9/18,10/10/18,practice4,offer44,NA,segment14,director70,manager143,source2,NA,FDT
account460,1,98454.55,21/8/18,19/9/18,practice4,offer44,NA,NA,director160,manager200,NA,NA,LOT
account550,1,1100000,23/6/16,31/1/17,practice3,offer34,sector1,segment5,director79,manager117,source2,NA,PSN
account255,1,45730,23/6/16,7/7/16,practice3,offer34,sector7,segment38,director158,manager282,source2,NA,DIM
account344,1,15000,17/2/16,17/2/16,practice1,offer10,sector6,segment30,director51,manager50,source2,NA,FOX
account241,0,450370,25/2/16,23/5/16,practice4,offer49,sector2,segment20,director141,manager182,source2,NA,DED
account437,1,4500,25/2/16,4/3/16,practice2,offer21,sector5,NA,director26,manager181,source2,NA,HWS
account237,0,149250,25/2/16,27/2/17,practice4,offer48,sector2,segment20,director141,manager220,source2,NA,WDE
account496,1,12000,27/7/16,27/7/16,practice1,offer10,NA,segment25,director158,manager282,source2,NA,MSH
account227,1,18000,27/7/16,27/7/16,practice4,offer44,NA,segment17,director82,manager163,source2,NA,DAQ
account394,0,100000,27/7/16,12/9/16,practice4,offer51,sector3,segment26,director51,manager290,source2,NA,ICR
account752,1,8531.25,27/7/16,9/8/16,practice4,offer44,sector2,segment25,director74,manager154,source2,NA,USC
account58,1,31500,15/7/16,31/8/16,practice1,offer10,sector2,segment34,director143,manager271,source2,NA,ARE
account241,1,100200,11/2/16,7/3/16,practice4,offer44,sector2,segment20,director33,manager181,source2,NA,DED
account240,0,300000,26/2/16,3/5/16,practice4,offer48,sector2,segment20,director52,manager17,source11,NA,DEW
account592,1,4500,8/3/16,10/3/16,practice1,offer10,sector3,NA,director33,manager179,source2,NA,PSU
account563,1,7500,7/6/16,7/6/16,practice3,offer34,sector5,segment31,director123,manager28,source2,NA,CSS
account218,0,45000,7/6/16,22/2/22,practice1,offer8,sector2,segment25,director112,manager271,source2,NA,DKU
account594,1,115700,7/6/16,28/6/16,practice1,offer8,sector5,segment11,director135,manager117,source2,NA,PGD
account535,1,3200,12/2/16,12/2/16,practice3,offer34,sector4,NA,director105,manager219,source2,NA,NOA
